"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Wind Speed (m/s)","Temperature (C)"
"Row11403",0.9293,0.0,1018.3,4.1,11.1
"Row2994",0.7429,0.0,1016.3,8.8,13.9
"Row9454",,0.0,1027.8,3.6,10.0
"Row5237",0.9012,0.0,1010.8,5.7,14.4
"Row2798",,,1017.6,8.2,19.4
"Row16534",,0.0,,5.7,9.4
"Row10907",0.4958,0.0,1023.7,,16.7
"Row16453",0.663,0.0,1017.6,10.3,12.2
"Row2781",0.7707,0.0,1019.6,5.7,12.2
"Row8309",0.8597,0.0,1019.6,2.1,7.8
"Row15805",0.6082,,1019.3,2.1,18.3
"Row13265",0.6517,0.0,1011.5,11.3,17.2
"Row6435",0.5744,0.0,1015.6,2.6,14.4
"Row7435",0.3517,0.0,,5.2,17.8
"Row14399",0.8343,0.0,1016.6,5.2,15.6
"Row14868",0.6108,0.0,,3.6,19.4
"Row7369",0.8288,0.0,1017.6,1.5,11.1
"Row3931",0.5406,0.0,1012.9,9.3,18.9
"Row3480",0.7478,0.0,,5.7,16.7
"Row5206",0.8343,0.0,1017.3,6.7,15.6
"Row8681",0.6374,0.0,1026.1,3.1,12.8
"Row146",,0.0,1001.7,7.2,12.2
"Row4320",0.7429,0.0,1010.5,4.1,13.9
"Row13233",0.8021,0.0,1016.9,2.1,15.6
"Row69",0.7631,0.0,1023.7,2.6,4.4
"Row13923",0.9305,0.0,1014.9,,13.3
"Row16918",,0.0,1025.7,5.2,10.0
"Row10480",0.2333,0.0,1023.7,5.7,23.9
"Row17457",0.7041,0.0,1019.0,,6.7
"Row12289",,0.0,1015.9,5.7,10.6
"Row6654",0.8322,0.0,1015.6,3.1,13.9
"Row7024",0.5143,0.0,1019.6,4.1,22.2
"Row16158",,2.0,1012.9,8.2,11.7
"Row2289",0.7204,0.0,1018.6,2.1,15.0
"Row13418",0.8579,0.0,1011.9,1.5,11.7
"Row12308",,0.0,,8.8,13.9
"Row12737",0.5571,0.0,1016.3,11.8,16.7
"Row9916",0.7624,0.3,1008.5,2.6,7.2
"Row11655",0.6678,0.0,1020.0,9.3,14.4
"Row11714",0.9303,0.0,1017.3,3.1,12.8
"Row2436",0.3118,0.0,1019.0,4.6,17.2
"Row15488",0.8664,0.0,1018.6,2.1,14.4
"Row11086",0.8011,0.0,,9.8,11.1
"Row6637",0.7761,0.0,1015.9,5.7,15.6
"Row3216",0.8653,0.0,,5.7,13.3
"Row11523",0.9602,,1011.5,3.6,8.9
"Row8664",0.741,0.0,,0.0,10.0
"Row12721",0.739,0.0,1011.9,10.3,11.7
"Row12546",0.5584,,1018.6,9.3,17.2
"Row3263",0.8371,0.0,1016.6,6.2,13.3
"Row16429",0.6654,,1020.0,9.8,13.3
"Row16954",0.498,0.0,1031.8,2.6,10.0
"Row5422",0.8081,0.0,1013.2,,16.1
"Row10012",0.7624,0.0,1025.1,2.1,7.2
"Row15678",0.4037,0.0,1013.5,6.7,14.4
"Row8204",0.8996,0.0,,2.1,12.2
"Row15670",0.5137,0.0,1009.8,6.2,15.6
"Row14210",0.8322,,,4.1,13.9
"Row412",0.9281,0.0,1004.4,4.6,8.9
"Row14677",0.5019,0.0,1016.6,4.6,25.0
"Row4132",0.7699,0.0,1017.3,7.7,11.7
"Row12812",0.5181,0.0,1013.2,7.7,17.2
"Row8247",0.6463,0.0,1015.6,9.3,16.7
"Row2006",0.5961,0.0,1009.8,,15.0
"Row7705",0.7725,0.0,1022.4,3.1,13.3
"Row5042",0.8322,0.0,1017.6,2.6,13.9
"Row930",0.8941,0.0,1001.0,4.1,12.8
"Row12863",0.8309,0.0,1019.0,,12.8
"Row15534",0.9676,0.0,,6.2,12.2
"Row8701",0.7699,0.0,1025.1,,11.7
"Row7097",0.4942,0.0,1016.6,8.2,22.2
"Row7949",0.7689,0.0,1013.2,4.1,11.1
"Row16379",0.585,0.0,1024.7,3.1,10.6
"Row5652",0.6134,0.0,1011.9,3.6,22.2
"Row14106",0.5272,0.0,1013.5,,20.6
"Row1712",0.8384,0.0,1017.3,2.1,14.4
"Row6277",0.6082,0.0,1012.5,4.1,20.0
"Row9056",0.9269,0.0,1027.1,4.1,6.7
"Row17132",0.8965,0.0,1024.4,2.1,8.3
"Row12617",0.3945,0.0,,9.8,27.2
"Row1111",,0.0,,3.6,9.4
"Row1143",0.8659,0.8,1010.8,8.8,13.9
"Row5958",0.8336,0.0,1012.2,4.6,15.0
"Row2459",0.7183,0.0,1017.3,6.7,13.9
"Row13205",0.8631,0.0,,2.6,11.1
"Row8376",0.9269,0.0,1018.6,1.5,6.7
"Row12252",0.7183,0.0,1014.2,7.2,13.9
"Row4920",0.8631,0.0,1013.2,3.1,16.7
"Row1574",,0.0,1018.3,2.6,21.7
"Row743",0.7379,0.0,1024.4,2.6,8.3
"Row1223",0.7399,0.0,1016.6,,9.4
"Row4713",0.6488,0.0,1016.3,0.0,17.8
"Row15362",0.8949,0.0,,0.0,13.9
"Row2919",0.6932,0.0,,12.4,15.6
"Row14146",0.7032,0.0,1016.9,3.1,18.3
"Row4735",0.8579,0.0,1015.9,2.1,11.7
"Row5446",0.8081,,1014.9,4.1,16.1
"Row7644",,0.0,1019.6,2.6,18.3
"Row9023",0.737,,1026.4,,10.6
"Row9845",1.0,0.0,1020.3,,7.2
"Row536",0.5748,0.0,1026.1,5.7,6.7
"Row16026",,0.0,1019.6,5.2,15.6
"Row1332",0.6322,0.0,1016.9,,10.6
"Row15431",0.8664,,,6.2,14.4
"Row7454",0.4234,0.0,1013.5,2.1,21.1
"Row10002",0.862,0.0,1022.0,4.6,10.0
"Row13682",0.867,0.0,1018.0,5.2,15.0
"Row15494",0.446,0.0,1016.9,2.1,23.9
"Row2563",,0.0,1018.3,6.7,15.0
"Row8161",,0.0,1018.6,1.5,8.9
"Row12040",0.5151,0.0,1012.9,9.8,16.1
"Row4373",0.8301,,1009.1,8.2,12.2
"Row7717",0.5006,0.0,1025.1,2.6,17.2
"Row14693",0.8941,0.0,1016.3,3.1,12.8
"Row4379",,0.0,1010.2,8.8,17.8
"Row16054",0.8042,0.0,1018.3,5.7,13.3
"Row13043",0.7011,0.0,1016.9,7.2,17.2
"Row1657",0.8996,0.0,1022.7,6.2,12.2
"Row10261",0.8036,0.0,1021.7,9.8,16.7
"Row8872",0.6374,0.0,,8.2,12.8
"Row1021",0.745,0.0,1023.0,,12.2
"Row12128",0.8026,,1015.9,5.7,12.2
"Row7704",0.7183,0.0,1022.0,,13.9
"Row14581",0.5331,0.0,1011.9,4.1,22.8
"Row5021",0.8384,0.0,1015.9,4.1,14.4
"Row16139",0.5481,0.0,1021.3,4.1,13.3
"Row11602",0.8011,0.0,1022.7,5.2,11.1
"Row1684",0.9297,0.0,1016.7917365478716,4.6,11.7
"Row15614",0.5036,0.0,1009.8,8.2,18.3
"Row6915",0.9012,0.0,1015.9,3.1,14.4
"Row6171",0.7734,0.0,1015.9,4.1,13.9
"Row7629",0.3053,0.0,1018.6,9.8,15.0
"Row15451",0.6002,0.0,1013.9,,16.7
"Row8888",0.8885,0.0,1027.4,2.1,6.1
"Row348",0.862,0.0,1010.2,,10.0
"Row11362",0.6455,0.0,1021.0,8.8,14.4
"Row8904",0.6074,0.0,1025.4,4.1,9.4
"Row13474",0.7236,0.0,1015.2,2.1,16.7
"Row11600",0.8281,0.0,1022.0,4.6,10.6
"Row14763",0.8664,0.0,1015.9,4.1,14.4
"Row5458",0.6761,0.0,1016.3,,18.3
"Row14862",0.8384,0.0,1013.9,3.6,14.4
"Row14953",,0.0,,3.1,17.2
"Row4459",0.6773,0.0,1009.5,,18.9
"Row10346",1.0,0.0,1016.6,4.6,8.9
"Row5934",0.9309,0.0,,3.6,13.9
"Row16787",,0.0,1019.0,2.1,13.9
"Row6375",0.5113,0.0,1015.9,9.3,21.1
"Row1467",0.8642,0.0,1021.3,3.1,12.2
"Row10035",0.9269,0.0,1024.0,0.0,6.7
"Row4878",0.9309,0.0,1013.9,7.2,13.9
"Row7419",0.6404,0.0,1017.6,2.6,12.2
"Row7",0.9281,0.5,1013.5,5.2,8.9
"Row13383",0.5843,0.0,1014.6,11.3,18.3
"Row7077",0.6738,0.0,1016.9,3.1,17.2
"Row12396",0.5272,0.0,1019.3,5.7,20.6
"Row15695",0.8288,0.0,,5.2,11.1
"Row10689",0.8956,1.0,1017.3,7.2,7.2
"Row5846",0.4672,0.0,1014.2,9.8,25.0
"Row6437",0.7717,0.0,1015.6,3.6,12.8
"Row6533",0.9004,0.0,1015.9,5.2,13.3
"Row3497",,0.0,1012.2,,18.9
"Row3009",0.8384,0.0,1020.0,4.1,14.4
"Row4197",0.1948,0.0,,,28.9
"Row5977",0.8949,0.0,1016.9,4.6,13.9
"Row12304",0.5181,0.0,1016.6,11.3,17.2
"Row12817",0.8026,0.0,1013.9,,12.2
"Row15040",,0.0,1012.9,8.8,19.4
"Row14453",0.9004,0.0,1016.3,3.1,13.3
"Row6828",0.7516,0.0,1020.3,3.1,18.9
"Row3777",0.6954,,1020.3,7.2,16.7
"Row9982",0.8597,0.0,1020.0,3.1,7.8
"Row12280",0.6029,0.0,1014.2,8.8,17.8
"Row8237",0.8664,0.0,1019.6,3.1,14.4
"Row3271",0.8309,0.0,1015.2,,12.8
"Row16840",0.7488,0.0,1011.5,7.2,14.4
"Row13951",0.8309,0.0,1015.9,2.1,12.8
"Row1031",0.8602,,1023.0,2.6,8.3
"Row3908",0.6438,,1014.6,8.8,15.6
"Row6215",0.7459,0.0,,4.6,15.6
"Row3174",0.8011,,1016.3,3.1,11.1
"Row4911",0.5048,0.0,1013.2,4.6,26.1
"Row8435",0.586,,1020.7,5.2,9.4
"Row12604",0.6512,0.0,1010.2,1.5,18.9
"Row6938",0.8996,0.0,1013.5,2.6,12.2
"Row14023",0.8042,0.0,1011.9,2.6,13.3
"Row3391",0.8322,0.0,1015.2,0.0,13.9
"Row11326",0.805,,,5.7,13.9
"Row15697",0.8568,,1015.9,2.1,10.6
"Row4510",,0.0,,6.2,13.9
"Row10533",0.8042,0.0,1016.9,2.6,13.3
"Row7443",0.7119,0.0,1013.9,2.1,10.6
"Row942",0.9281,0.0,1008.8,4.1,8.9
"Row2776",,,1021.0,9.8,17.2
"Row9836",0.8923,0.0,,6.2,10.6
"Row319",0.7986,0.0,1011.2,6.7,9.4
"Row11372",0.8309,0.0,1018.3,9.3,12.8
"Row11235",0.9287,0.0,,0.0,10.0
"Row9828",0.6852,0.0,1022.0,2.6,11.7
"Row11008",0.5427,0.0,1018.3,10.8,18.3
"Row4651",,0.0,1013.9,5.2,18.9
"Row16106",,0.0,1015.6,,8.3
"Row7277",,0.0,1016.9,0.0,13.9
"Row13670",0.6096,,1020.0,7.7,20.6
"Row1081",0.797,0.0,1013.9,1.5,8.3
"Row6926",0.9258,0.3,1014.2,6.2,15.6
"Row10744",0.8631,0.3,,6.2,11.1
"Row2522",0.8011,0.0,1018.3,4.1,11.1
"Row4465",0.8949,0.0,1011.2,3.1,13.9
"Row1271",0.8301,0.3,1010.2,4.1,12.2
"Row13765",0.7517,0.0,1015.6,7.7,16.1
"Row16191",0.9303,0.0,1014.6,2.1,12.8
"Row7668",,0.0,1021.7,3.1,13.9
"Row8986",0.8974,0.0,,1.5,9.4
"Row16511",0.8513,0.0,1026.1,1.5,5.6
"Row5339",0.675,0.0,1019.3,6.7,17.8
"Row9417",0.6827,0.0,1019.6,8.2,8.3
"Row6837",,0.0,1018.0,5.2,15.0
"Row4150",0.7172,,1016.6,10.3,13.3
"Row8148",0.7162,0.0,1020.3,6.2,12.8
"Row15185",0.7286,0.0,1013.2,8.8,19.4
"Row16006",0.8631,0.0,1018.6,5.7,11.1
"Row480",,0.3,1024.7,0.0,12.2
"Row15100",0.8958,0.0,,4.1,15.0
"Row5256",0.8066,0.0,1011.9,4.1,15.0
"Row3089",0.3493,,1011.9,9.3,26.1
"Row3549",0.5347,0.0,1016.9,4.1,16.7
"Row12061",0.6276,0.0,1015.2,5.2,17.8
"Row4924",0.8963,0.0,1013.5,,15.6
"Row13638",0.7215,0.0,1016.3,4.1,15.6
"Row10833",0.7725,0.0,1022.4,3.6,13.3
"Row1283",0.8631,2.5,1009.5,6.7,11.1
"Row6668",0.8384,0.0,1016.9,4.1,14.4
"Row2491",,0.0,1015.2,5.2,14.4
"Row8657",0.643,0.0,1022.0,2.1,13.3
"Row3136",0.643,0.0,1012.9,7.7,13.3
"Row8765",1.0,0.0,1025.4,2.1,7.8
"Row9772",0.8554,0.0,1028.4,,3.9
"Row4516",0.8653,0.0,1007.8,0.0,13.3
"Row5927",,,1015.6,6.7,15.0
"Row14787",0.8958,0.0,1017.6,9.3,15.0
"Row2430",0.4847,0.0,,8.2,12.8
"Row2332",0.8631,0.0,1018.3,4.1,11.1
"Row12748",0.8288,0.0,1016.9,9.8,11.1
"Row12118",0.8301,0.0,1016.6,,12.2
"Row15231",0.6998,0.0,1014.6,8.8,18.9
"Row7888",0.3729,0.0,1020.0,1.5,14.4
"Row3509",0.7761,0.0,1011.9,4.1,15.6
"Row2088",0.7699,0.0,1018.3,,11.7
"Row4559",0.8384,,1012.5,3.1,14.4
"Row15397",0.5256,0.0,1002.7,8.8,20.0
"Row1647",0.7769,,1020.7,5.7,16.1
"Row14619",,0.0,1013.5,0.0,13.3
"Row13679",0.7478,0.0,1018.3,7.7,16.7
"Row12945",0.7193,0.0,1017.3,7.2,14.4
"Row290",0.9311,3.0,,16.5,14.4
"Row15484",,0.0,1017.3,2.1,13.9
"Row12613",0.2101,0.0,1011.5,2.6,34.4
"Row7033",0.8336,0.0,1019.3,0.0,15.0
"Row4329",0.5861,0.0,,2.6,20.6
"Row13555",0.587,0.0,1016.6,2.1,19.4
"Row11702",0.6236,0.0,1019.3,7.7,16.1
"Row16835",0.5731,0.3,,8.8,13.9
"Row9374",0.6143,,1021.7,1.5,12.2
"Row13200",0.7981,0.0,1012.9,2.1,12.8
"Row357",0.8295,0.0,1011.5,10.3,11.7
"Row2227",0.805,0.0,1018.3,,13.9
"Row15798",,0.0,1019.6,,8.9
"Row7455",0.4562,0.0,,2.6,21.1
"Row6656",0.8659,0.0,1016.3,2.1,13.9
"Row3969",0.7459,,1016.6,8.8,15.6
"Row1537",0.8568,0.0,,2.1,10.6
"Row12805",0.4412,0.0,1015.6,5.2,22.2
"Row4676",0.6463,0.0,,6.2,16.7
"Row7942",0.6852,0.0,1016.6,4.1,11.7
"Row13099",0.6714,0.0,1014.6,6.2,16.1
"Row6947",0.7225,0.0,1015.6,3.1,16.1
"Row2978",0.8631,0.0,1015.6,4.1,11.1
"Row9453",0.7119,0.0,1027.4,3.6,10.6
"Row2358",0.9297,0.0,1019.6,1.5,11.7
"Row876",0.7498,0.0,1018.0,2.1,15.0
"Row11585",,0.0,1016.9,8.8,20.0
"Row17204",0.8614,0.0,1025.1,3.6,9.4
"Row5212",,0.0,1015.9,6.7,14.4
"Row7313",0.5049,0.0,1017.6,7.7,20.0
"Row4366",0.692,0.0,1008.5,,15.0
"Row15447",0.55,0.0,1014.6,3.1,21.1
"Row6855",0.7032,,1016.3,5.7,18.3
"Row2944",0.6424,0.0,,8.8,15.0
"Row16229",,0.0,1019.0,,7.2
"Row12799",0.8631,0.0,1016.3,3.1,11.1
"Row4857",0.6796,0.0,1016.9,6.2,20.0
"Row15138",0.5556,0.0,1012.2,2.1,23.3
"Row17011",0.8602,0.0,1020.0,0.0,8.3
"Row15089",0.6784,0.0,1012.2,10.3,19.4
"Row8277",0.7681,0.0,1015.2,6.2,10.6
"Row13773",0.8322,0.0,1013.5,6.2,13.9
"Row2218",0.6989,0.0,,3.1,16.1
"Row9382",0.9284,,1019.0,3.6,9.4
"Row3991",0.8042,0.0,1012.2,2.1,13.3
"Row2576",0.8642,0.0,1023.7,2.6,12.2
"Row3017",0.6659,0.0,1020.3,10.8,15.6
"Row16284",0.6619,0.0,1010.2,3.1,11.7
"Row757",0.6643,0.0,1024.7,3.1,12.8
"Row10217",0.5286,0.0,1017.6,3.1,21.1
"Row6646",0.8659,0.0,1015.2,3.6,13.9
"Row3276",0.5843,0.0,1015.2,6.7,18.3
"Row13169",0.5455,0.0,1011.5,9.3,19.4
"Row15621",0.7725,0.0,1008.8,8.2,13.3
"Row15643",0.7717,,1004.4,,12.8
"Row1453",0.6678,0.0,1022.4,3.1,14.4
"Row2619",0.7151,0.0,1015.9,2.1,12.2
"Row15776",0.8909,0.0,1019.3,,8.9
"Row14888",0.8384,0.0,,,14.4
"Row2761",,,1022.4,6.2,12.2
"Row15881",0.6727,0.0,,7.2,16.7
"Row67",0.672,0.0,1022.7,,5.6
"Row10243",0.8336,0.0,1021.7,5.2,15.0
"Row6079",0.9309,0.0,1015.2,7.7,13.9
"Row12742",,0.0,1016.6,10.3,12.2
"Row8478",0.8513,,1023.0,5.2,5.6
"Row2993",0.692,0.0,1015.9,7.7,15.0
"Row427",0.8568,0.0,1012.9,4.6,10.6
"Row11306",0.8648,0.0,1019.6,4.1,12.8
"Row16164",,0.5,1013.2,6.7,13.3
"Row10903",0.8614,0.0,1024.0,2.1,9.4
"Row9366",0.9602,0.0,1021.0,2.1,8.9
"Row17183",0.9275,0.0,,1.5,7.8
"Row13470",0.8371,0.0,,4.1,13.3
"Row7488",0.8927,0.0,1021.0,1.5,11.1
"Row3627",,0.0,1015.9,3.6,15.0
"Row1720",0.6714,0.0,1016.7917365478716,7.2,16.1
"Row15514",0.6549,0.0,1015.9,2.1,20.6
"Row5680",0.2936,0.0,1010.5,9.3,27.8
"Row6232",0.6301,0.0,1016.9,6.7,18.9
"Row6281",0.5113,0.0,1010.2,,21.1
"Row6005",0.8941,0.0,1016.9,2.6,12.8
"Row7930",0.4677,0.0,1021.0,3.6,12.8
"Row11848",0.7236,0.0,1017.3,8.8,16.7
"Row1897",0.8648,0.0,1020.3,5.7,12.8
"Row3965",0.8653,0.0,1016.3,8.2,13.3
"Row11662",0.8281,0.0,1018.6,12.4,10.6
"Row4151",0.7172,0.0,1016.9,8.2,13.3
"Row6074",0.8664,0.0,1014.6,5.2,14.4
"Row10895",0.8568,0.0,1024.7,4.1,10.6
"Row10820",0.8932,0.0,1018.6,5.7,11.7
"Row11923",0.7183,0.0,1014.6,13.4,13.9
"Row3444",0.6299,0.0,1013.5,4.6,20.6
"Row8703",0.5987,0.0,1024.0,0.0,14.4
"Row11417",0.6714,0.0,1016.9,,16.1
"Row4562",0.8322,0.0,1012.9,2.1,13.9
"Row13124",0.8371,0.0,1013.9,6.7,13.3
"Row6141",0.8066,0.0,1011.5,4.1,15.0
"Row16467",0.6214,0.0,1017.6,0.0,6.1
"Row12718",,0.0,1011.5,,12.2
"Row15613",,0.0,1010.2,5.7,18.3
"Row9435",0.8566,0.0,1026.4,2.1,5.0
"Row5357",0.867,0.0,1015.6,3.1,15.0
"Row7147",,,1015.2,7.7,22.2
"Row12470",0.6299,0.0,1016.7917365478716,8.8,20.6
"Row6636",0.8066,0.0,1015.9,6.2,15.0
"Row3298",0.6262,,1015.9,,17.2
"Row2985",,0.0,1016.3,2.1,14.4
"Row14836",,0.0,1014.9,,15.0
"Row13545",0.7459,0.0,1017.6,3.6,15.6
"Row11052",0.7498,0.0,1020.7,4.6,15.0
"Row10484",,0.0,1022.7,6.7,16.1
"Row9665",0.8923,2.3,,3.6,10.6
"Row9332",0.7714,0.0,1012.5,4.6,9.4
"Row14142",0.9305,0.0,1015.6,5.2,13.3
"Row14636",0.7769,0.0,1015.6,11.8,16.1
"Row16689",0.6827,0.0,1027.1,,8.3
"Row5110",,0.0,1011.9,2.6,23.3
"Row8497",0.8924,0.0,1022.0,2.6,3.3
"Row15673",0.4235,0.0,,9.8,16.1
"Row6272",0.8927,0.0,1013.2,2.1,11.1
"Row9367",0.9602,0.0,1022.0,2.1,8.9
"Row6306",0.6727,0.0,1011.5,,16.7
"Row12477",0.9305,0.0,1017.3,5.7,13.3
"Row16819",0.589,0.0,1015.2,2.6,12.2
"Row10870",1.0,0.0,1023.4,4.6,12.2
"Row15155",0.787,0.0,1015.2,3.6,19.4
"Row16272",0.8965,0.5,,4.1,8.3
"Row15764",0.8288,0.0,1016.9,,11.1
"Row145",0.9679,1.0,1000.7,10.3,13.3
"Row16320",0.8974,0.0,1010.8,3.1,9.4
"Row15175",0.8967,0.0,1016.3,4.1,16.1
"Row9404",0.6334,0.0,1017.3,4.1,11.1
"Row13522",0.7011,0.0,1017.3,2.6,17.2
"Row13255",0.9299,0.0,1014.6,2.6,12.2
"Row9632",0.9607,3.8,,2.6,10.6
"Row7693",,0.0,1019.3,1.5,15.0
"Row2343",0.6287,0.0,1018.6,8.8,18.3
"Row15009",0.8021,0.0,1017.6,,15.6
"Row16688",0.7063,0.0,1027.4,5.7,7.8
"Row1772",0.7459,0.0,1022.4,3.1,15.6
"Row3918",,0.0,1013.9,3.1,11.1
"Row6647",0.8659,0.0,1014.9,4.1,13.9
"Row859",0.8384,0.0,1018.6,,14.4
"Row7465",,0.0,1015.6,0.0,11.1
"Row15674",0.4235,0.0,1011.5,,16.1
"Row12268",0.8288,0.0,1013.5,5.7,11.1
"Row10051",0.8568,,1020.7,6.7,10.6
"Row8048",,,1031.2,0.0,10.0
"Row10785",,0.0,1019.0,1.5,13.3
"Row7290",0.8322,0.0,1016.7917365478716,,13.9
"Row8366",0.7141,0.0,1017.3,3.6,11.7
"Row1189",0.5961,0.0,1000.0,11.3,15.0
"Row11918",0.6989,0.0,1016.9,9.8,16.1
"Row5033",0.6301,,1018.3,8.8,18.9
"Row5784",0.7517,0.0,1010.8,7.2,16.1
"Row10815",0.6976,0.0,1018.3,3.1,17.8
"Row15774",0.9281,0.0,1018.6,2.1,8.9
"Row6526",0.8066,,,4.6,15.0
"Row8295",0.6157,0.0,1023.4,3.6,12.8
"Row15487",0.8653,0.0,1018.3,1.5,13.3
"Row6942",0.9297,0.0,1013.9,0.0,11.7
"Row10573",0.4576,0.0,1015.9,2.1,16.1
"Row11325",0.805,,1019.3,7.2,13.9
"Row4297",0.7717,0.0,1016.7917365478716,3.1,12.8
"Row5398",0.8343,,1014.6,5.7,15.6
"Row1154",0.9299,0.0,1009.8,1.5,12.2
"Row14168",0.7769,,1017.3,2.6,16.1
"Row11494",,0.0,,7.7,11.7
"Row2144",0.7734,0.0,,3.1,13.9
"Row7012",0.7162,0.0,1021.0,2.6,12.8
"Row13723",0.8021,0.0,1015.9,8.2,15.6
"Row11737",,0.0,1013.5,4.6,12.8
"Row5642",0.8322,0.0,1011.2,4.1,13.9
"Row10483",0.4405,0.0,,,16.7
"Row7731",0.8965,0.0,1026.8,2.1,8.3
"Row16909",0.5452,0.0,,2.6,12.2
"Row11544",0.8923,0.0,1013.9,,10.6
"Row3811",0.6262,0.0,1015.6,12.4,17.2
"Row2854",0.8648,0.0,1019.6,,12.8
"Row11762",0.8295,,1013.2,1.5,11.7
"Row17004",,0.0,1020.3,,8.3
"Row11360",,,1020.3,7.7,12.2
"Row9162",0.5347,,1021.0,0.0,16.7
"Row13669",0.5912,0.0,1020.3,6.2,21.1
"Row9079",0.9269,0.0,1021.0,,6.7
"Row8144",0.8602,0.0,1020.3,2.6,8.3
"Row11972",0.7172,0.0,1013.2,4.6,13.3
"Row13761",0.9004,0.0,1015.9,5.7,13.3
"Row2740",0.8642,0.0,1021.7,4.1,12.2
"Row1180",0.7981,5.8,997.3,12.4,12.8
"Row16182",1.0,0.8,1013.5,6.2,11.1
"Row2722",0.6932,0.0,1021.0,6.2,15.6
"Row6328",0.5678,0.0,,9.3,19.4
"Row8951",0.7995,0.0,1021.7,1.5,10.0
"Row13933",,0.0,1016.9,10.3,17.2
"Row3121",0.8648,0.0,1011.9,6.2,12.8
"Row17192",0.9287,0.0,1023.4,,10.0
"Row7164",0.1853,0.0,,2.1,27.8
"Row2137",0.9293,,,2.1,11.1
"Row6509",0.9297,,1011.5,3.1,11.7
"Row13678",0.7478,0.0,1018.3,6.7,16.7
"Row4222",,0.0,1009.5,8.2,16.7
"Row11821",0.7761,0.0,1018.3,8.2,15.6
"Row850",0.8066,0.0,1018.0,5.2,15.0
"Row9896",,1.5,1002.4,,10.6
"Row6917",,0.0,1015.2,2.6,14.4
"Row5215",0.9309,,1016.3,3.6,13.9
"Row8375",,0.0,1019.0,2.6,6.1
"Row611",0.6404,0.0,1019.6,3.1,12.2
"Row5154",0.6765,0.0,,8.8,20.6
"Row9835",0.8923,0.0,1020.0,6.2,10.6
"Row15495",0.3372,0.0,1016.3,2.1,26.7
"Row529",0.7073,0.0,,1.5,8.3
"Row7375",0.8932,0.0,1018.0,2.1,11.7
"Row10218",0.6998,0.0,1018.0,5.7,18.9
"Row7584",0.862,0.0,1013.2,1.5,10.0
"Row4951",0.862,0.0,1016.3,4.1,15.6
"Row11219",0.7734,0.0,1018.0,6.2,13.9
"Row15974",0.675,0.0,,5.2,17.8
"Row9060",0.5549,0.0,1025.7,4.6,14.4
"Row599",0.8597,0.0,1020.7,3.1,7.8
"Row14372",0.8066,0.0,1013.2,8.2,15.0
"Row603",,0.0,1020.3,2.1,6.1
"Row2112",0.8579,0.0,1020.3,4.1,11.7
"Row7795",0.7707,,1015.2,0.0,12.2
"Row17122",0.8608,0.0,1025.1,5.2,8.9
"Row9996",0.7707,0.0,1022.4,6.2,12.2
"Row10650",,0.0,,10.8,11.7
"Row10576",0.6678,0.0,1013.9,8.2,14.4
"Row13846",,0.0,1016.9,5.2,13.3
"Row1155",0.9611,0.0,,2.6,11.7
"Row5866",0.7265,0.0,1015.6,6.2,18.3
"Row782",0.5933,0.0,1018.6,3.1,13.9
"Row8413",0.7643,0.0,,3.1,8.3
"Row280",0.9589,2.5,1003.7,11.3,5.0
"Row5272",0.6108,0.0,1014.9,9.3,19.4
"Row16855",,0.0,1014.2,3.6,8.9
"Row14512",0.6549,0.0,1018.6,10.3,20.6
"Row6681",0.7794,0.0,1019.6,4.1,14.4
"Row13376",0.8932,0.0,1015.6,,11.7
"Row8559",0.5073,0.0,1024.7,6.2,13.3
"Row17263",0.9591,0.0,1020.0,,5.6
"Row17205",0.862,0.0,1025.7,2.6,10.0
"Row3145",0.862,0.0,1013.5,3.6,10.0
"Row6817",0.9617,0.0,1020.0,2.6,13.9
"Row8010",0.745,0.0,1025.4,5.2,12.2
"Row12754",0.6678,0.0,1019.0,10.8,14.4
"Row15684",0.3289,0.0,1015.6,4.6,18.3
"Row13553",0.5095,,,4.1,21.7
"Row4859",0.702,0.0,1016.9,9.3,20.0
"Row3315",0.8692,0.0,1014.9,6.7,17.2
"Row8632",0.7643,,1015.9,2.1,8.3
"Row2329",0.8932,0.0,1018.6,3.1,11.7
"Row14064",0.8949,0.0,1017.3,4.1,13.9
"Row12318",0.8011,0.0,1015.9,2.6,11.1
"Row5178",0.6351,0.0,1016.3,6.7,21.1
"Row11542",0.8631,0.0,1013.5,6.7,11.1
"Row470",0.9311,1.0,1019.6,10.8,14.4
"Row14242",0.6566,0.0,1016.7917365478716,3.1,19.4
"Row1475",0.7498,0.0,1025.1,2.1,15.0
"Row5510",0.5172,0.0,1011.2,6.7,23.3
"Row17279",0.9198,0.0,1020.0,0.0,5.6
"Row7613",0.3503,,1019.0,13.9,12.2
"Row15373",0.5861,,1004.4,3.1,20.6
"Row7690",0.6875,0.0,1020.0,2.6,12.8
"Row9715",0.8281,0.0,1023.7,4.1,10.6
"Row3267",0.8642,0.0,1015.6,0.0,12.2
"Row6577",0.8648,0.0,1016.9,5.2,12.8
"Row3948",0.5671,0.0,,11.8,20.6
"Row9847",0.9278,0.0,1020.0,1.5,8.3
"Row16307",0.7689,0.0,1013.2,3.6,11.1
"Row13318",0.8996,,1014.2,8.2,12.2
"Row14391",0.6096,0.0,,8.8,20.6
