"row ID","Temperature (C)"
"Row8064",8.9
"Row8065",9.4
"Row8066",9.4
"Row8067",8.9
"Row8068",8.9
"Row8069",8.3
"Row8070",8.3
"Row8071",10.0
"Row8072",10.0
"Row8073",13.3
"Row8074",15.6
"Row8075",15.0
"Row8076",16.7
"Row8077",17.2
"Row8078",18.3
"Row8079",18.9
"Row8080",17.8
"Row8081",13.9
"Row8082",13.3
"Row8083",12.2
"Row8084",12.2
"Row8085",12.2
"Row8086",13.3
"Row8087",13.3
"Row8088",12.2
"Row8089",12.2
"Row8090",11.1
"Row8091",11.7
"Row8092",12.8
"Row8093",12.2
"Row8094",10.6
"Row8095",10.0
"Row8096",10.0
"Row8097",13.3
"Row8098",13.3
"Row8099",14.4
"Row8100",15.0
"Row8101",15.0
"Row8102",16.1
"Row8103",15.0
"Row8104",14.4
"Row8105",12.8
"Row8106",12.2
"Row8107",12.2
"Row8108",12.2
"Row8109",11.1
"Row8110",8.9
"Row8111",8.3
"Row8112",8.3
"Row8113",8.3
"Row8114",7.2
"Row8115",6.7
"Row8116",6.1
"Row8117",6.7
"Row8118",6.1
"Row8119",6.7
"Row8120",7.2
"Row8121",9.4
"Row8122",11.1
"Row8123",12.2
"Row8124",13.3
"Row8125",14.4
"Row8126",13.9
"Row8127",12.8
"Row8128",12.2
"Row8129",11.1
"Row8130",10.6
"Row8131",10.6
"Row8132",10.6
"Row8133",10.6
"Row8134",10.0
"Row8135",10.0
"Row8136",8.3
"Row8137",8.3
"Row8138",8.3
"Row8139",7.8
"Row8140",7.2
"Row8141",7.2
"Row8142",7.8
"Row8143",7.2
"Row8144",8.3
"Row8145",10.0
"Row8146",12.8
"Row8147",13.9
"Row8148",12.8
"Row8149",13.3
"Row8150",13.9
"Row8151",12.2
"Row8152",12.2
"Row8153",11.7
"Row8154",11.1
"Row8155",11.1
"Row8156",10.6
"Row8157",10.0
"Row8158",9.4
"Row8159",8.9
"Row8160",7.8
"Row8161",8.9
"Row8162",7.2
"Row8163",7.2
"Row8164",7.8
"Row8165",7.8
"Row8166",8.3
"Row8167",8.9
"Row8168",9.4
"Row8169",10.0
"Row8170",11.1
"Row8171",12.2
"Row8172",14.4
"Row8173",14.4
"Row8174",15.6
"Row8175",15.0
"Row8176",13.9
"Row8177",13.9
"Row8178",14.4
"Row8179",13.9
"Row8180",13.9
"Row8181",14.4
"Row8182",13.9
"Row8183",13.3
"Row8184",14.4
"Row8185",14.4
"Row8186",14.4
"Row8187",15.0
"Row8188",14.4
"Row8189",14.4
"Row8190",14.4
"Row8191",15.0
"Row8192",15.0
"Row8193",14.4
"Row8194",15.0
"Row8195",15.0
"Row8196",15.0
"Row8197",15.6
"Row8198",15.6
"Row8199",15.0
"Row8200",15.0
"Row8201",14.4
"Row8202",14.4
"Row8203",12.2
"Row8204",12.2
"Row8205",12.8
"Row8206",12.8
"Row8207",12.8
"Row8208",12.8
"Row8209",12.8
"Row8210",12.2
"Row8211",11.7
"Row8212",11.7
"Row8213",11.7
"Row8214",12.2
"Row8215",12.2
"Row8216",12.2
"Row8217",12.8
"Row8218",13.3
"Row8219",13.9
"Row8220",14.4
"Row8221",16.1
"Row8222",16.7
"Row8223",16.7
"Row8224",16.1
"Row8225",16.1
"Row8226",15.6
"Row8227",15.0
"Row8228",15.0
"Row8229",13.9
"Row8230",13.9
"Row8231",15.6
"Row8232",15.6
"Row8233",13.9
"Row8234",13.9
"Row8235",13.9
"Row8236",13.9
"Row8237",14.4
"Row8238",13.9
"Row8239",13.3
"Row8240",13.9
"Row8241",15.0
"Row8242",15.6
"Row8243",15.6
"Row8244",16.7
"Row8245",17.2
"Row8246",16.7
"Row8247",16.7
"Row8248",15.6
"Row8249",15.6
"Row8250",15.0
"Row8251",14.4
"Row8252",13.9
"Row8253",13.9
"Row8254",14.4
"Row8255",14.4
"Row8256",14.4
"Row8257",14.4
"Row8258",14.4
"Row8259",13.3
"Row8260",13.9
"Row8261",13.9
"Row8262",12.8
"Row8263",10.0
"Row8264",10.0
"Row8265",10.6
"Row8266",10.6
"Row8267",10.6
"Row8268",11.1
"Row8269",12.8
"Row8270",13.3
"Row8271",13.3
"Row8272",12.2
"Row8273",11.7
"Row8274",11.1
"Row8275",11.7
"Row8276",11.1
"Row8277",10.6
"Row8278",10.6
"Row8279",10.0
"Row8280",10.6
"Row8281",10.6
"Row8282",8.9
"Row8283",8.9
"Row8284",8.3
"Row8285",7.8
"Row8286",9.4
"Row8287",7.8
"Row8288",7.8
"Row8289",10.0
"Row8290",12.2
"Row8291",12.2
"Row8292",12.8
"Row8293",12.2
"Row8294",12.8
"Row8295",12.8
"Row8296",12.2
"Row8297",11.7
"Row8298",11.1
"Row8299",11.1
"Row8300",8.9
"Row8301",10.6
"Row8302",10.0
"Row8303",8.9
"Row8304",8.3
"Row8305",8.3
"Row8306",7.8
"Row8307",7.8
"Row8308",7.2
"Row8309",7.8
"Row8310",6.7
"Row8311",7.2
"Row8312",8.3
"Row8313",8.3
"Row8314",10.0
"Row8315",12.8
"Row8316",13.3
"Row8317",14.4
"Row8318",14.4
"Row8319",14.4
"Row8320",14.4
"Row8321",13.3
"Row8322",13.3
"Row8323",12.8
"Row8324",12.8
"Row8325",12.8
"Row8326",11.7
"Row8327",9.4
"Row8328",10.6
"Row8329",10.6
"Row8330",10.0
"Row8331",10.0
"Row8332",10.0
"Row8333",9.4
"Row8334",10.6
"Row8335",10.6
"Row8336",10.0
"Row8337",11.7
"Row8338",13.3
"Row8339",12.2
"Row8340",12.8
"Row8341",12.2
"Row8342",10.6
"Row8343",12.8
"Row8344",10.0
"Row8345",10.6
"Row8346",10.6
"Row8347",9.4
"Row8348",8.9
"Row8349",9.4
"Row8350",8.3
"Row8351",7.8
"Row8352",7.2
"Row8353",7.2
"Row8354",7.8
"Row8355",6.7
"Row8356",6.1
"Row8357",6.1
"Row8358",5.0
"Row8359",5.6
"Row8360",5.6
"Row8361",8.3
"Row8362",10.0
"Row8363",10.6
"Row8364",11.1
"Row8365",11.1
"Row8366",11.7
"Row8367",11.7
"Row8368",11.7
"Row8369",10.6
"Row8370",10.0
"Row8371",9.4
"Row8372",8.9
"Row8373",8.9
"Row8374",8.3
"Row8375",6.1
"Row8376",6.7
"Row8377",7.2
"Row8378",7.2
"Row8379",6.1
"Row8380",6.7
"Row8381",6.7
"Row8382",7.2
"Row8383",4.4
"Row8384",5.6
"Row8385",7.2
"Row8386",8.9
"Row8387",9.4
"Row8388",10.0
"Row8389",10.0
"Row8390",10.0
"Row8391",10.6
"Row8392",10.6
"Row8393",10.6
"Row8394",10.0
"Row8395",9.4
"Row8396",8.9
"Row8397",8.9
"Row8398",8.3
"Row8399",7.2
"Row8400",7.8
"Row8401",7.2
"Row8402",7.2
"Row8403",6.7
"Row8404",6.7
"Row8405",6.1
"Row8406",5.6
"Row8407",5.6
"Row8408",5.6
"Row8409",6.7
"Row8410",7.2
"Row8411",7.8
"Row8412",7.8
"Row8413",8.3
"Row8414",8.9
"Row8415",9.4
"Row8416",10.0
"Row8417",9.4
"Row8418",8.9
"Row8419",8.3
"Row8420",7.8
"Row8421",7.8
"Row8422",8.3
"Row8423",8.3
"Row8424",6.1
"Row8425",6.7
"Row8426",6.1
"Row8427",6.1
"Row8428",5.6
"Row8429",5.6
"Row8430",5.6
"Row8431",6.1
"Row8432",5.0
"Row8433",7.8
"Row8434",7.2
"Row8435",9.4
"Row8436",10.6
"Row8437",11.7
"Row8438",12.2
"Row8439",12.2
"Row8440",11.7
"Row8441",10.0
"Row8442",10.0
"Row8443",10.0
"Row8444",8.9
"Row8445",7.8
"Row8446",6.1
"Row8447",5.0
"Row8448",7.8
"Row8449",7.8
"Row8450",7.8
"Row8451",7.8
"Row8452",7.2
"Row8453",7.2
"Row8454",7.2
"Row8455",7.2
"Row8456",6.1
"Row8457",8.9
"Row8458",10.0
"Row8459",11.1
"Row8460",11.7
"Row8461",12.2
"Row8462",12.2
"Row8463",12.8
"Row8464",13.9
"Row8465",11.1
"Row8466",10.6
"Row8467",10.0
"Row8468",9.4
"Row8469",8.3
"Row8470",8.3
"Row8471",8.3
"Row8472",7.2
"Row8473",7.2
"Row8474",7.2
"Row8475",6.7
"Row8476",6.7
"Row8477",6.7
"Row8478",5.6
"Row8479",4.4
"Row8480",5.0
"Row8481",5.6
"Row8482",5.0
"Row8483",6.7
"Row8484",7.8
"Row8485",7.8
"Row8486",10.0
"Row8487",9.4
"Row8488",9.4
"Row8489",7.8
"Row8490",7.2
"Row8491",7.2
"Row8492",6.7
"Row8493",5.6
"Row8494",5.6
"Row8495",4.4
"Row8496",4.4
"Row8497",3.3
"Row8498",3.3
"Row8499",3.3
"Row8500",3.9
"Row8501",3.9
"Row8502",3.3
"Row8503",3.3
"Row8504",3.3
"Row8505",3.3
"Row8506",4.4
"Row8507",5.0
"Row8508",6.1
"Row8509",6.7
"Row8510",7.2
"Row8511",7.2
"Row8512",7.8
"Row8513",6.7
"Row8514",6.7
"Row8515",5.6
"Row8516",5.6
"Row8517",5.6
"Row8518",5.0
"Row8519",6.1
"Row8520",5.0
"Row8521",5.6
"Row8522",4.4
"Row8523",3.3
"Row8524",2.8
"Row8525",2.8
"Row8526",2.8
"Row8527",2.8
"Row8528",2.2
"Row8529",3.3
"Row8530",4.4
"Row8531",5.0
"Row8532",6.1
"Row8533",7.2
"Row8534",7.8
"Row8535",7.8
"Row8536",7.2
"Row8537",6.7
"Row8538",6.7
"Row8539",5.6
"Row8540",6.1
"Row8541",4.4
"Row8542",3.9
"Row8543",4.4
"Row8544",4.4
"Row8545",3.9
"Row8546",3.3
"Row8547",1.7
"Row8548",3.3
"Row8549",2.8
"Row8550",2.8
"Row8551",2.8
"Row8552",7.8
"Row8553",10.0
"Row8554",10.6
"Row8555",11.7
"Row8556",12.2
"Row8557",13.3
"Row8558",13.9
"Row8559",13.3
"Row8560",11.7
"Row8561",10.6
"Row8562",10.0
"Row8563",8.9
"Row8564",9.4
"Row8565",8.9
"Row8566",8.9
"Row8567",7.2
"Row8568",6.1
"Row8569",7.2
"Row8570",4.4
"Row8571",4.4
"Row8572",3.9
"Row8573",3.3
"Row8574",4.4
"Row8575",3.9
"Row8576",3.9
"Row8577",6.7
"Row8578",7.8
"Row8579",9.4
"Row8580",10.0
"Row8581",10.0
"Row8582",10.6
"Row8583",11.1
"Row8584",10.0
"Row8585",9.4
"Row8586",9.4
"Row8587",7.8
"Row8588",7.2
"Row8589",7.2
"Row8590",5.6
"Row8591",5.6
"Row8592",5.6
"Row8593",6.7
"Row8594",6.1
"Row8595",6.1
"Row8596",5.0
"Row8597",5.6
"Row8598",6.1
"Row8599",5.6
"Row8600",5.6
"Row8601",6.1
"Row8602",7.2
"Row8603",7.2
"Row8604",7.8
"Row8605",9.4
"Row8606",9.4
"Row8607",8.9
"Row8608",8.3
"Row8609",7.8
"Row8610",8.3
"Row8611",7.2
"Row8612",7.8
"Row8613",7.8
"Row8614",7.2
"Row8615",7.2
"Row8616",6.7
"Row8617",7.2
"Row8618",7.2
"Row8619",7.2
"Row8620",6.7
"Row8621",6.1
"Row8622",6.1
"Row8623",6.1
"Row8624",6.7
"Row8625",7.2
"Row8626",7.8
"Row8627",7.8
"Row8628",8.3
"Row8629",6.7
"Row8630",7.8
"Row8631",8.3
"Row8632",8.3
"Row8633",8.3
"Row8634",8.3
"Row8635",8.3
"Row8636",7.8
"Row8637",7.8
"Row8638",7.8
"Row8639",8.9
"Row8640",8.3
"Row8641",8.9
"Row8642",8.9
"Row8643",8.3
"Row8644",7.8
"Row8645",7.8
"Row8646",7.8
"Row8647",7.8
"Row8648",8.3
"Row8649",7.8
"Row8650",9.4
"Row8651",11.1
"Row8652",12.2
"Row8653",13.3
"Row8654",13.9
"Row8655",13.3
"Row8656",13.3
"Row8657",13.3
"Row8658",12.2
"Row8659",12.2
"Row8660",11.1
"Row8661",10.6
"Row8662",9.4
"Row8663",10.6
"Row8664",10.0
"Row8665",9.4
"Row8666",8.3
"Row8667",8.3
"Row8668",8.3
"Row8669",7.8
"Row8670",8.3
"Row8671",7.8
"Row8672",7.8
"Row8673",9.4
"Row8674",10.6
"Row8675",11.1
"Row8676",12.2
"Row8677",12.2
"Row8678",12.8
"Row8679",13.3
"Row8680",12.8
"Row8681",12.8
"Row8682",11.7
"Row8683",11.1
"Row8684",10.0
"Row8685",10.6
"Row8686",9.4
"Row8687",9.4
"Row8688",7.8
"Row8689",7.8
"Row8690",7.2
"Row8691",6.1
"Row8692",6.1
"Row8693",4.4
"Row8694",6.1
"Row8695",5.0
"Row8696",6.1
"Row8697",8.9
"Row8698",10.6
"Row8699",11.7
"Row8700",11.1
"Row8701",11.7
"Row8702",13.3
"Row8703",14.4
"Row8704",13.9
"Row8705",13.3
"Row8706",12.2
"Row8707",11.1
"Row8708",11.7
"Row8709",10.0
"Row8710",8.9
"Row8711",8.3
"Row8712",8.9
"Row8713",8.3
"Row8714",8.9
"Row8715",8.3
"Row8716",7.8
"Row8717",6.7
"Row8718",7.2
"Row8719",7.8
"Row8720",9.4
"Row8721",9.4
"Row8722",11.1
"Row8723",12.2
"Row8724",13.9
"Row8725",13.9
"Row8726",14.4
"Row8727",15.0
"Row8728",15.0
"Row8729",13.9
"Row8730",13.3
"Row8731",12.8
"Row8732",12.2
"Row8733",12.8
"Row8734",11.7
"Row8735",10.0
"Row8736",9.4
"Row8737",8.3
"Row8738",7.8
"Row8739",7.8
"Row8740",7.8
"Row8741",8.9
"Row8742",8.9
"Row8743",8.3
"Row8744",8.3
"Row8745",8.3
"Row8746",9.4
"Row8747",11.7
"Row8748",10.6
"Row8749",11.1
"Row8750",11.1
"Row8751",11.1
"Row8752",11.1
"Row8753",10.6
"Row8754",10.0
"Row8755",9.4
"Row8756",10.0
"Row8757",9.4
"Row8758",9.4
"Row8759",8.9
"Row8760",7.8
"Row8761",8.9
"Row8762",7.2
"Row8763",7.2
"Row8764",7.8
"Row8765",7.8
"Row8766",7.8
"Row8767",7.8
"Row8768",7.8
"Row8769",7.8
"Row8770",8.9
"Row8771",10.6
"Row8772",11.7
"Row8773",12.8
"Row8774",13.3
"Row8775",12.2
"Row8776",12.2
"Row8777",11.1
"Row8778",11.1
"Row8779",11.1
"Row8780",11.1
"Row8781",11.1
"Row8782",10.6
"Row8783",10.6
"Row8784",10.0
"Row8785",10.0
"Row8786",10.0
"Row8787",10.0
"Row8788",10.0
"Row8789",9.4
"Row8790",8.9
"Row8791",9.4
"Row8792",9.4
"Row8793",10.0
"Row8794",11.1
"Row8795",12.2
"Row8796",13.3
"Row8797",13.9
"Row8798",13.9
"Row8799",13.9
"Row8800",14.4
"Row8801",12.2
"Row8802",12.2
"Row8803",11.1
"Row8804",10.6
"Row8805",10.0
"Row8806",9.4
"Row8807",9.4
"Row8808",8.9
"Row8809",8.9
"Row8810",8.9
"Row8811",8.3
"Row8812",7.2
"Row8813",8.3
"Row8814",7.8
"Row8815",7.8
"Row8816",8.3
"Row8817",8.3
"Row8818",8.9
"Row8819",10.0
"Row8820",11.1
"Row8821",11.7
"Row8822",11.1
"Row8823",11.1
"Row8824",11.1
"Row8825",10.6
"Row8826",10.0
"Row8827",10.0
"Row8828",10.0
"Row8829",9.4
"Row8830",9.4
"Row8831",10.0
"Row8832",8.9
"Row8833",8.9
"Row8834",8.9
"Row8835",8.9
"Row8836",8.9
"Row8837",8.9
"Row8838",8.9
"Row8839",8.9
"Row8840",8.9
"Row8841",8.9
"Row8842",10.0
"Row8843",10.0
"Row8844",10.0
"Row8845",10.0
"Row8846",10.6
"Row8847",10.6
"Row8848",10.6
"Row8849",10.0
"Row8850",10.0
"Row8851",10.6
"Row8852",10.6
"Row8853",10.6
"Row8854",10.6
"Row8855",10.6
"Row8856",10.0
"Row8857",10.0
"Row8858",8.9
"Row8859",8.9
"Row8860",8.3
"Row8861",7.8
"Row8862",8.9
"Row8863",8.3
"Row8864",7.8
"Row8865",10.0
"Row8866",10.6
"Row8867",11.7
"Row8868",11.7
"Row8869",13.3
"Row8870",12.2
"Row8871",12.8
"Row8872",12.8
"Row8873",11.7
"Row8874",10.0
"Row8875",10.0
"Row8876",10.0
"Row8877",9.4
"Row8878",8.3
"Row8879",9.4
"Row8880",8.3
"Row8881",9.4
"Row8882",7.8
"Row8883",7.8
"Row8884",7.8
"Row8885",7.2
"Row8886",6.7
"Row8887",6.1
"Row8888",6.1
"Row8889",10.0
"Row8890",10.6
"Row8891",11.7
"Row8892",12.2
"Row8893",13.3
"Row8894",13.9
"Row8895",14.4
"Row8896",15.0
"Row8897",14.4
"Row8898",11.7
"Row8899",10.6
"Row8900",8.9
"Row8901",9.4
"Row8902",9.4
"Row8903",9.4
"Row8904",9.4
"Row8905",10.0
"Row8906",9.4
"Row8907",7.2
"Row8908",6.7
"Row8909",5.6
"Row8910",5.6
"Row8911",5.6
"Row8912",7.8
"Row8913",7.8
"Row8914",8.9
"Row8915",10.0
"Row8916",10.0
"Row8917",10.6
"Row8918",10.6
"Row8919",11.1
"Row8920",11.7
"Row8921",10.6
"Row8922",10.0
"Row8923",9.4
"Row8924",7.8
"Row8925",7.8
"Row8926",7.2
"Row8927",7.8
"Row8928",6.7
"Row8929",7.2
"Row8930",6.7
"Row8931",5.6
"Row8932",5.6
"Row8933",3.9
"Row8934",5.6
"Row8935",6.1
"Row8936",6.1
"Row8937",7.8
"Row8938",9.4
"Row8939",8.9
"Row8940",8.9
"Row8941",8.9
"Row8942",10.6
"Row8943",11.1
"Row8944",11.1
"Row8945",11.1
"Row8946",9.4
"Row8947",10.0
"Row8948",9.4
"Row8949",10.0
"Row8950",10.0
"Row8951",10.0
"Row8952",10.6
"Row8953",10.6
"Row8954",10.6
"Row8955",10.0
"Row8956",9.4
"Row8957",9.4
"Row8958",9.4
"Row8959",9.4
"Row8960",8.9
"Row8961",9.4
"Row8962",10.0
"Row8963",11.1
"Row8964",11.1
"Row8965",11.1
"Row8966",11.7
"Row8967",12.2
"Row8968",11.7
"Row8969",11.1
"Row8970",12.2
"Row8971",9.4
"Row8972",8.9
"Row8973",8.3
"Row8974",8.3
"Row8975",7.8
"Row8976",7.8
"Row8977",6.7
"Row8978",7.8
"Row8979",8.3
"Row8980",8.9
"Row8981",7.8
"Row8982",7.2
"Row8983",6.1
"Row8984",6.7
"Row8985",8.3
"Row8986",9.4
"Row8987",11.1
"Row8988",12.2
"Row8989",14.4
"Row8990",15.0
"Row8991",15.0
"Row8992",15.6
"Row8993",12.8
"Row8994",10.6
"Row8995",10.0
"Row8996",10.0
"Row8997",10.0
"Row8998",10.0
"Row8999",10.0
"Row9000",8.9
"Row9001",7.8
"Row9002",7.2
"Row9003",7.8
"Row9004",6.7
"Row9005",7.2
"Row9006",7.8
"Row9007",8.3
"Row9008",7.8
"Row9009",8.9
"Row9010",9.4
"Row9011",10.6
"Row9012",11.1
"Row9013",12.2
"Row9014",12.8
"Row9015",12.8
"Row9016",13.9
"Row9017",12.8
"Row9018",12.2
"Row9019",11.1
"Row9020",8.9
"Row9021",8.3
"Row9022",8.3
"Row9023",10.6
"Row9024",9.4
"Row9025",9.4
"Row9026",8.9
"Row9027",8.3
"Row9028",8.3
"Row9029",7.8
"Row9030",7.8
"Row9031",7.8
"Row9032",8.9
"Row9033",10.0
"Row9034",12.8
"Row9035",14.4
"Row9036",14.4
"Row9037",14.4
"Row9038",16.7
"Row9039",17.2
"Row9040",16.1
"Row9041",13.9
"Row9042",12.2
"Row9043",11.7
"Row9044",11.1
"Row9045",9.4
"Row9046",9.4
"Row9047",7.8
"Row9048",8.3
"Row9049",8.9
"Row9050",7.2
"Row9051",6.7
"Row9052",7.2
"Row9053",6.1
"Row9054",6.1
"Row9055",6.1
"Row9056",6.7
"Row9057",8.3
"Row9058",10.6
"Row9059",12.8
"Row9060",14.4
"Row9061",15.6
"Row9062",16.7
"Row9063",16.7
"Row9064",16.1
"Row9065",15.6
"Row9066",13.9
"Row9067",12.2
"Row9068",11.1
"Row9069",8.9
"Row9070",11.1
"Row9071",9.4
"Row9072",7.8
"Row9073",8.9
"Row9074",7.2
"Row9075",6.7
"Row9076",6.1
"Row9077",6.1
"Row9078",6.1
"Row9079",6.7
"Row9080",7.2
"Row9081",9.4
"Row9082",10.6
"Row9083",11.1
"Row9084",12.8
"Row9085",13.3
"Row9086",13.3
"Row9087",12.2
"Row9088",12.2
"Row9089",11.7
"Row9090",11.1
"Row9091",10.6
"Row9092",10.6
"Row9093",10.0
"Row9094",8.3
"Row9095",7.8
"Row9096",7.2
"Row9097",8.3
"Row9098",6.7
"Row9099",6.1
"Row9100",6.7
"Row9101",7.2
"Row9102",7.8
"Row9103",5.6
"Row9104",5.6
"Row9105",7.8
"Row9106",10.6
"Row9107",11.7
"Row9108",11.7
"Row9109",12.8
"Row9110",15.0
"Row9111",15.6
"Row9112",13.9
"Row9113",13.9
"Row9114",11.7
"Row9115",12.2
"Row9116",11.7
"Row9117",11.1
"Row9118",11.1
"Row9119",10.0
"Row9120",10.0
"Row9121",9.4
"Row9122",9.4
"Row9123",8.9
"Row9124",8.3
"Row9125",7.8
"Row9126",8.3
"Row9127",8.3
"Row9128",7.8
"Row9129",8.9
"Row9130",10.6
"Row9131",14.4
"Row9132",14.4
"Row9133",15.6
"Row9134",15.0
"Row9135",17.8
"Row9136",18.3
"Row9137",17.8
"Row9138",15.6
"Row9139",15.0
"Row9140",13.9
"Row9141",13.9
"Row9142",14.4
"Row9143",12.8
"Row9144",12.8
"Row9145",12.2
"Row9146",11.1
"Row9147",11.7
"Row9148",12.2
"Row9149",12.8
"Row9150",12.2
"Row9151",10.0
"Row9152",10.6
"Row9153",12.2
"Row9154",14.4
"Row9155",15.0
"Row9156",16.7
"Row9157",16.7
"Row9158",17.8
"Row9159",19.4
"Row9160",18.9
"Row9161",17.8
"Row9162",16.7
"Row9163",16.1
"Row9164",15.0
"Row9165",13.9
"Row9166",13.9
"Row9167",13.3
"Row9168",12.8
"Row9169",11.7
"Row9170",11.1
"Row9171",10.6
"Row9172",10.0
"Row9173",9.4
"Row9174",9.4
"Row9175",8.9
"Row9176",9.4
"Row9177",11.1
"Row9178",12.8
"Row9179",13.9
"Row9180",16.1
"Row9181",13.9
"Row9182",15.0
"Row9183",17.8
"Row9184",17.8
"Row9185",16.1
"Row9186",13.9
"Row9187",12.8
"Row9188",12.2
"Row9189",11.7
"Row9190",10.6
"Row9191",10.0
"Row9192",8.9
"Row9193",9.4
"Row9194",8.3
"Row9195",8.3
"Row9196",7.8
"Row9197",6.7
"Row9198",7.8
"Row9199",8.3
"Row9200",7.2
"Row9201",10.0
"Row9202",11.7
"Row9203",12.2
"Row9204",12.8
"Row9205",13.3
"Row9206",15.6
"Row9207",18.9
"Row9208",17.2
"Row9209",16.7
"Row9210",13.9
"Row9211",12.2
"Row9212",12.2
"Row9213",10.6
"Row9214",10.0
"Row9215",10.6
"Row9216",10.0
"Row9217",8.9
"Row9218",8.9
"Row9219",8.9
"Row9220",7.8
"Row9221",8.3
"Row9222",8.3
"Row9223",8.3
"Row9224",7.8
"Row9225",8.3
"Row9226",8.9
"Row9227",9.4
"Row9228",10.0
"Row9229",10.0
"Row9230",13.3
"Row9231",12.2
"Row9232",12.2
"Row9233",10.0
"Row9234",12.2
"Row9235",11.7
"Row9236",11.1
"Row9237",10.6
"Row9238",10.6
"Row9239",10.6
"Row9240",9.4
"Row9241",10.0
"Row9242",9.4
"Row9243",10.0
"Row9244",9.4
"Row9245",9.4
"Row9246",9.4
"Row9247",10.0
"Row9248",10.6
"Row9249",10.6
"Row9250",12.2
"Row9251",13.3
"Row9252",13.9
"Row9253",15.0
"Row9254",15.0
"Row9255",15.0
"Row9256",15.6
"Row9257",15.6
"Row9258",13.9
"Row9259",13.3
"Row9260",12.8
"Row9261",11.7
"Row9262",11.7
"Row9263",13.3
"Row9264",12.8
"Row9265",11.7
"Row9266",11.7
"Row9267",11.1
"Row9268",10.0
"Row9269",9.4
"Row9270",10.0
"Row9271",10.0
"Row9272",11.1
"Row9273",11.1
"Row9274",13.3
"Row9275",14.4
"Row9276",15.0
"Row9277",13.9
"Row9278",15.6
"Row9279",13.9
"Row9280",13.9
"Row9281",14.4
"Row9282",14.4
"Row9283",13.3
"Row9284",12.8
"Row9285",13.3
"Row9286",13.9
"Row9287",13.3
"Row9288",12.8
"Row9289",12.2
"Row9290",12.8
"Row9291",13.3
"Row9292",12.8
"Row9293",12.8
"Row9294",11.7
"Row9295",12.8
"Row9296",12.8
"Row9297",12.8
"Row9298",13.3
"Row9299",13.9
"Row9300",14.4
"Row9301",14.4
"Row9302",14.4
"Row9303",14.4
"Row9304",14.4
"Row9305",13.3
"Row9306",12.2
"Row9307",11.7
"Row9308",11.7
"Row9309",11.7
"Row9310",11.7
"Row9311",12.2
"Row9312",11.7
"Row9313",11.1
"Row9314",10.6
"Row9315",10.0
"Row9316",8.9
"Row9317",10.0
"Row9318",8.9
"Row9319",8.9
"Row9320",8.9
"Row9321",8.9
"Row9322",10.0
"Row9323",11.7
"Row9324",12.2
"Row9325",11.1
"Row9326",12.2
"Row9327",13.3
"Row9328",12.2
"Row9329",11.1
"Row9330",10.6
"Row9331",9.4
"Row9332",9.4
"Row9333",9.4
"Row9334",9.4
"Row9335",8.9
"Row9336",8.9
"Row9337",8.3
"Row9338",8.3
"Row9339",7.8
"Row9340",7.2
"Row9341",7.8
"Row9342",7.8
"Row9343",8.3
"Row9344",8.9
"Row9345",8.9
"Row9346",10.0
"Row9347",10.6
"Row9348",11.7
"Row9349",12.2
"Row9350",11.1
"Row9351",11.7
"Row9352",12.2
"Row9353",11.1
"Row9354",10.6
"Row9355",10.0
"Row9356",9.4
"Row9357",8.9
"Row9358",8.9
"Row9359",9.4
"Row9360",8.9
"Row9361",8.3
"Row9362",7.2
"Row9363",7.2
"Row9364",7.2
"Row9365",6.7
"Row9366",8.9
"Row9367",8.9
"Row9368",9.4
"Row9369",10.0
"Row9370",10.6
"Row9371",11.1
"Row9372",12.2
"Row9373",12.2
"Row9374",12.2
"Row9375",12.2
"Row9376",11.7
"Row9377",11.1
"Row9378",11.1
"Row9379",10.6
"Row9380",10.6
"Row9381",9.4
"Row9382",9.4
"Row9383",8.9
"Row9384",8.9
"Row9385",8.9
"Row9386",8.9
"Row9387",8.9
"Row9388",8.3
"Row9389",6.7
"Row9390",6.1
"Row9391",6.7
"Row9392",7.8
"Row9393",10.0
"Row9394",10.6
"Row9395",12.2
"Row9396",12.2
"Row9397",14.4
"Row9398",14.4
"Row9399",14.4
"Row9400",15.0
"Row9401",13.9
"Row9402",12.8
"Row9403",11.7
"Row9404",11.1
"Row9405",8.9
"Row9406",8.9
"Row9407",8.9
"Row9408",8.3
"Row9409",8.9
"Row9410",7.8
"Row9411",5.6
"Row9412",5.0
"Row9413",4.4
"Row9414",5.6
"Row9415",7.2
"Row9416",7.2
"Row9417",8.3
"Row9418",8.3
"Row9419",9.4
"Row9420",10.0
"Row9421",11.1
"Row9422",11.1
"Row9423",12.2
"Row9424",12.8
"Row9425",12.2
"Row9426",11.1
"Row9427",10.0
"Row9428",10.6
"Row9429",8.3
"Row9430",7.2
"Row9431",7.8
"Row9432",7.2
"Row9433",7.2
"Row9434",6.1
"Row9435",5.0
"Row9436",4.4
"Row9437",4.4
"Row9438",6.7
"Row9439",5.6
"Row9440",5.6
"Row9441",9.4
"Row9442",11.7
"Row9443",12.8
"Row9444",14.4
"Row9445",15.0
"Row9446",15.6
"Row9447",16.1
"Row9448",15.0
"Row9449",13.3
"Row9450",12.2
"Row9451",11.1
"Row9452",11.1
"Row9453",10.6
"Row9454",10.0
"Row9455",10.0
"Row9456",8.3
"Row9457",8.3
"Row9458",7.2
"Row9459",6.7
"Row9460",6.1
"Row9461",5.6
