"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Temperature (C)","Wind Speed (m/s)","Date and time"
"Row7408",0.4082,0.0,1016.3,21.7,5.2,"1993-11-05T16:00:00"
"Row7409",0.4185,0.0,1016.3,19.4,6.2,"1993-11-05T17:00:00"
"Row7410",0.5397,0.0,1016.3,17.2,5.7,"1993-11-05T18:00:00"
"Row7411",0.5988,0.0,1016.6,16.1,4.6,"1993-11-05T19:00:00"
"Row7412",0.6002,0.0,1016.9,16.7,3.1,"1993-11-05T20:00:00"
"Row7413",0.6182,0.0,1017.3,15.6,1.5,"1993-11-05T21:00:00"
"Row7414",0.5338,0.0,1017.6,15.0,2.6,"1993-11-05T22:00:00"
"Row7415",0.4544,0.0,1017.6,15.0,2.1,"1993-11-05T23:00:00"
"Row7416",0.4692,0.0,1017.6,13.3,0.0,"1993-11-06T00:00:00"
"Row7417",0.5481,0.0,1018.0,13.3,2.6,"1993-11-06T01:00:00"
"Row7418",0.5878,0.0,1017.6,11.7,2.6,"1993-11-06T02:00:00"
"Row7419",0.6404,0.0,1017.6,12.2,2.6,"1993-11-06T03:00:00"
"Row7420",0.7129,0.0,1017.6,11.1,2.1,"1993-11-06T04:00:00"
"Row7421",0.7681,0.0,1017.6,10.6,0.0,"1993-11-06T05:00:00"
"Row7422",0.5731,0.0,1017.6,13.9,1.5,"1993-11-06T06:00:00"
"Row7423",0.6404,0.0,1018.0,12.2,1.5,"1993-11-06T07:00:00"
"Row7424",0.6691,0.0,1018.0,15.0,1.5,"1993-11-06T08:00:00"
"Row7425",0.5397,0.0,1018.3,17.2,2.6,"1993-11-06T09:00:00"
"Row7426",0.2942,0.0,1018.3,19.4,3.1,"1993-11-06T10:00:00"
"Row7427",0.216,0.0,1018.3,21.1,2.6,"1993-11-06T11:00:00"
"Row7428",0.2111,0.0,1017.3,22.2,1.5,"1993-11-06T12:00:00"
"Row7429",0.214,0.0,1016.3,23.3,1.5,"1993-11-06T13:00:00"
"Row7430",0.2584,0.0,1015.6,22.8,3.1,"1993-11-06T14:00:00"
"Row7431",0.2507,0.0,1014.9,23.3,2.6,"1993-11-06T15:00:00"
"Row7432",0.2419,0.0,1014.6,23.3,2.1,"1993-11-06T16:00:00"
"Row7433",0.4,0.0,1014.6,18.9,6.2,"1993-11-06T17:00:00"
"Row7434",0.4803,0.0,1014.6,17.2,8.2,"1993-11-06T18:00:00"
"Row7435",0.3517,0.0,1014.6,17.8,5.2,"1993-11-06T19:00:00"
"Row7436",0.3525,0.0,1014.9,17.2,5.2,"1993-11-06T20:00:00"
"Row7437",0.4405,0.0,1015.2,16.7,3.6,"1993-11-06T21:00:00"
"Row7438",0.5526,0.0,1014.9,15.0,1.5,"1993-11-06T22:00:00"
"Row7439",0.5497,0.0,1014.9,13.9,1.5,"1993-11-06T23:00:00"
"Row7440",0.5452,0.0,1014.6,12.2,2.6,"1993-11-07T00:00:00"
"Row7441",0.5262,0.0,1014.6,12.2,2.1,"1993-11-07T01:00:00"
"Row7442",0.663,0.0,1014.6,12.2,0.0,"1993-11-07T02:00:00"
"Row7443",0.7119,0.0,1013.9,10.6,2.1,"1993-11-07T03:00:00"
"Row7444",0.6816,0.0,1014.2,10.0,2.1,"1993-11-07T04:00:00"
"Row7445",0.6581,0.0,1014.2,10.0,2.1,"1993-11-07T05:00:00"
"Row7446",0.7119,0.0,1014.6,10.6,2.6,"1993-11-07T06:00:00"
"Row7447",0.741,0.0,1014.6,10.0,1.5,"1993-11-07T07:00:00"
"Row7448",0.6643,0.0,1014.9,12.8,1.5,"1993-11-07T08:00:00"
"Row7449",0.5788,0.0,1015.2,16.1,1.5,"1993-11-07T09:00:00"
"Row7450",0.6262,0.0,1015.6,17.2,2.1,"1993-11-07T10:00:00"
"Row7451",0.5843,0.0,1015.2,18.3,2.1,"1993-11-07T11:00:00"
"Row7452",0.524,0.0,1014.6,19.4,2.1,"1993-11-07T12:00:00"
"Row7453",0.3632,0.0,1013.9,21.7,2.1,"1993-11-07T13:00:00"
"Row7454",0.4234,0.0,1013.5,21.1,2.1,"1993-11-07T14:00:00"
"Row7455",0.4562,0.0,1013.2,21.1,2.6,"1993-11-07T15:00:00"
"Row7456",0.6056,0.0,1013.2,18.9,6.7,"1993-11-07T16:00:00"
"Row7457",0.7761,0.0,1013.5,15.6,6.2,"1993-11-07T17:00:00"
"Row7458",0.8384,0.0,1013.9,14.4,7.2,"1993-11-07T18:00:00"
"Row7459",0.8653,0.0,1014.2,13.3,7.2,"1993-11-07T19:00:00"
"Row7460",0.8371,0.0,1014.6,13.3,6.2,"1993-11-07T20:00:00"
"Row7461",0.8648,0.0,1014.9,12.8,5.2,"1993-11-07T21:00:00"
"Row7462",0.9297,0.0,1015.6,11.7,4.1,"1993-11-07T22:00:00"
"Row7463",0.8295,0.0,1015.6,11.7,2.1,"1993-11-07T23:00:00"
"Row7464",0.8011,0.0,1015.6,11.1,1.5,"1993-11-08T00:00:00"
"Row7465",0.7689,0.0,1015.6,11.1,0.0,"1993-11-08T01:00:00"
"Row7466",0.7995,0.0,1015.9,10.0,1.5,"1993-11-08T02:00:00"
"Row7467",0.826,0.0,1015.9,8.9,1.5,"1993-11-08T03:00:00"
"Row7468",0.7986,0.0,1015.9,9.4,2.1,"1993-11-08T04:00:00"
"Row7469",0.862,0.0,1016.3,10.0,2.1,"1993-11-08T05:00:00"
"Row7470",0.8631,0.0,1016.6,11.1,1.5,"1993-11-08T06:00:00"
"Row7471",0.9287,0.0,1017.3,10.0,2.1,"1993-11-08T07:00:00"
"Row7472",0.9297,0.0,1018.3,11.7,1.5,"1993-11-08T08:00:00"
"Row7473",0.8057,0.0,1018.6,14.4,1.5,"1993-11-08T09:00:00"
"Row7474",0.7225,0.0,1019.3,16.1,2.6,"1993-11-08T10:00:00"
"Row7475",0.7011,0.0,1019.6,17.2,2.1,"1993-11-08T11:00:00"
"Row7476",0.6542,0.0,1019.3,18.3,3.6,"1993-11-08T12:00:00"
"Row7477",0.524,0.0,1019.0,19.4,5.7,"1993-11-08T13:00:00"
"Row7478",0.5406,0.0,1019.0,18.9,7.2,"1993-11-08T14:00:00"
"Row7479",0.6029,0.0,1018.6,17.8,4.6,"1993-11-08T15:00:00"
"Row7480",0.6262,0.0,1019.0,17.2,5.2,"1993-11-08T16:00:00"
"Row7481",0.6989,0.0,1019.0,16.1,2.1,"1993-11-08T17:00:00"
"Row7482",0.7794,0.0,1019.3,14.4,5.2,"1993-11-08T18:00:00"
"Row7483",0.8042,0.0,1020.0,13.3,3.1,"1993-11-08T19:00:00"
"Row7484",0.8309,0.0,1020.3,12.8,3.1,"1993-11-08T20:00:00"
"Row7485",0.8309,0.0,1020.7,12.8,3.6,"1993-11-08T21:00:00"
"Row7486",0.8309,0.0,1020.7,12.8,2.6,"1993-11-08T22:00:00"
"Row7487",0.8642,0.0,1021.0,12.2,0.0,"1993-11-08T23:00:00"
"Row7488",0.8927,0.0,1021.0,11.1,1.5,"1993-11-09T00:00:00"
"Row7489",0.8927,0.0,1021.3,11.1,2.1,"1993-11-09T01:00:00"
"Row7490",0.8932,0.0,1021.3,11.7,2.1,"1993-11-09T02:00:00"
"Row7491",0.8927,0.0,1021.3,11.1,2.6,"1993-11-09T03:00:00"
"Row7492",0.8932,0.0,1021.7,11.7,3.1,"1993-11-09T04:00:00"
"Row7493",0.8642,0.0,1022.0,12.2,3.1,"1993-11-09T05:00:00"
"Row7494",0.8642,0.0,1022.4,12.2,3.1,"1993-11-09T06:00:00"
"Row7495",0.8301,0.0,1023.0,12.2,3.6,"1993-11-09T07:00:00"
"Row7496",0.7981,0.0,1023.4,12.8,3.1,"1993-11-09T08:00:00"
"Row7497",0.7183,0.0,1024.0,13.9,3.1,"1993-11-09T09:00:00"
"Row7498",0.6438,0.0,1024.0,15.6,2.6,"1993-11-09T10:00:00"
"Row7499",0.5815,0.0,1023.7,17.2,1.5,"1993-11-09T11:00:00"
"Row7500",0.6449,0.0,1022.7,16.1,3.6,"1993-11-09T12:00:00"
"Row7501",0.6208,0.0,1022.0,16.7,3.1,"1993-11-09T13:00:00"
"Row7502",0.6015,0.0,1021.3,17.2,4.6,"1993-11-09T14:00:00"
"Row7503",0.6438,0.0,1021.0,15.6,6.2,"1993-11-09T15:00:00"
"Row7504",0.6954,0.0,1020.7,14.4,4.6,"1993-11-09T16:00:00"
"Row7505",0.7183,0.0,1020.3,13.9,4.6,"1993-11-09T17:00:00"
"Row7506",0.7469,0.0,1020.3,13.3,4.6,"1993-11-09T18:00:00"
"Row7507",0.7469,0.0,1020.0,13.3,5.2,"1993-11-09T19:00:00"
"Row7508",0.7172,0.0,1020.0,13.3,4.1,"1993-11-09T20:00:00"
"Row7509",0.7469,0.0,1020.3,13.3,4.1,"1993-11-09T21:00:00"
"Row7510",0.7469,0.0,1020.3,13.3,2.1,"1993-11-09T22:00:00"
"Row7511",0.7981,0.0,1019.6,12.8,3.6,"1993-11-09T23:00:00"
"Row7512",0.8026,0.0,1019.6,12.2,1.5,"1993-11-10T00:00:00"
"Row7513",0.7981,0.0,1019.3,12.8,3.1,"1993-11-10T01:00:00"
"Row7514",0.7981,0.0,1019.0,12.8,3.1,"1993-11-10T02:00:00"
"Row7515",0.7981,0.0,1018.6,12.8,3.1,"1993-11-10T03:00:00"
"Row7516",0.7725,0.0,1018.3,13.3,3.1,"1993-11-10T04:00:00"
"Row7517",0.7725,0.0,1018.0,13.3,4.1,"1993-11-10T05:00:00"
"Row7518",0.7725,0.0,1017.3,13.3,4.6,"1993-11-10T06:00:00"
"Row7519",0.8309,0.0,1017.3,12.8,4.1,"1993-11-10T07:00:00"
"Row7520",0.7725,0.0,1017.3,13.3,2.6,"1993-11-10T08:00:00"
"Row7521",0.7429,0.0,1016.9,13.9,1.5,"1993-11-10T09:00:00"
"Row7522",0.7204,0.0,1016.6,15.0,3.6,"1993-11-10T10:00:00"
"Row7523",0.6714,0.0,1016.3,16.1,4.6,"1993-11-10T11:00:00"
"Row7524",0.6262,0.0,1015.2,17.2,6.2,"1993-11-10T12:00:00"
"Row7525",0.6262,0.0,1013.9,17.2,7.2,"1993-11-10T13:00:00"
"Row7526",0.6954,0.0,1013.5,16.7,8.2,"1993-11-10T14:00:00"
"Row7527",0.6954,0.0,1012.9,16.7,8.2,"1993-11-10T15:00:00"
"Row7528",0.8336,0.8,1012.2,15.0,4.1,"1993-11-10T16:00:00"
"Row7529",0.8949,0.8,1012.2,13.9,3.1,"1993-11-10T17:00:00"
"Row7530",0.8371,1.0,1012.2,13.3,4.1,"1993-11-10T18:00:00"
"Row7531",0.8996,0.3,1011.5,12.2,2.6,"1993-11-10T19:00:00"
"Row7532",0.8941,0.5,1011.9,12.8,3.1,"1993-11-10T20:00:00"
"Row7533",0.8648,0.8,1011.9,12.8,3.1,"1993-11-10T21:00:00"
"Row7534",0.8648,0.3,1012.2,12.8,3.6,"1993-11-10T22:00:00"
"Row7535",0.8648,0.0,1011.5,12.8,4.1,"1993-11-10T23:00:00"
"Row7536",0.8309,0.0,1012.2,12.8,2.6,"1993-11-11T00:00:00"
"Row7537",0.8301,0.0,1011.9,12.2,5.2,"1993-11-11T01:00:00"
"Row7538",0.7981,0.0,1012.2,12.8,4.1,"1993-11-11T02:00:00"
"Row7539",0.8642,0.0,1012.5,12.2,4.1,"1993-11-11T03:00:00"
"Row7540",0.8309,0.0,1012.5,12.8,7.2,"1993-11-11T04:00:00"
"Row7541",0.8927,0.0,1012.9,11.1,3.1,"1993-11-11T05:00:00"
"Row7542",0.8301,0.0,1013.2,12.2,3.1,"1993-11-11T06:00:00"
"Row7543",0.8301,0.0,1013.9,12.2,3.1,"1993-11-11T07:00:00"
"Row7544",0.7981,0.0,1014.6,12.8,3.1,"1993-11-11T08:00:00"
"Row7545",0.7734,0.0,1014.9,13.9,7.2,"1993-11-11T09:00:00"
"Row7546",0.7498,0.0,1015.6,15.0,6.7,"1993-11-11T10:00:00"
"Row7547",0.7215,0.0,1014.9,15.6,8.8,"1993-11-11T11:00:00"
"Row7548",0.6932,0.0,1013.9,15.6,7.7,"1993-11-11T12:00:00"
"Row7549",0.7204,0.0,1013.5,15.0,10.3,"1993-11-11T13:00:00"
"Row7550",0.7193,0.0,1013.2,14.4,11.3,"1993-11-11T14:00:00"
"Row7551",0.6691,0.0,1012.9,15.0,15.5,"1993-11-11T15:00:00"
"Row7552",0.6196,0.0,1012.5,14.4,13.4,"1993-11-11T16:00:00"
"Row7553",0.6184,0.0,1011.9,13.9,13.4,"1993-11-11T17:00:00"
"Row7554",0.6654,0.0,1011.5,13.3,14.4,"1993-11-11T18:00:00"
"Row7555",0.7151,0.0,1011.2,12.2,12.9,"1993-11-11T19:00:00"
"Row7556",0.5906,0.0,1011.2,12.8,12.4,"1993-11-11T20:00:00"
"Row7557",0.6404,0.0,1011.2,12.2,12.9,"1993-11-11T21:00:00"
"Row7558",0.6404,0.0,1011.5,12.2,11.3,"1993-11-11T22:00:00"
"Row7559",0.6143,0.0,1011.2,12.2,9.3,"1993-11-11T23:00:00"
"Row7560",0.739,0.0,1010.8,11.7,10.8,"1993-11-12T00:00:00"
"Row7561",0.6619,0.0,1010.5,11.7,8.8,"1993-11-12T01:00:00"
"Row7562",0.6348,0.0,1009.8,11.7,8.2,"1993-11-12T02:00:00"
"Row7563",0.6619,0.0,1009.1,11.7,6.2,"1993-11-12T03:00:00"
"Row7564",0.7141,0.0,1009.1,11.7,6.2,"1993-11-12T04:00:00"
"Row7565",0.7689,0.0,1009.1,11.1,3.1,"1993-11-12T05:00:00"
"Row7566",0.7949,0.0,1009.8,10.6,4.6,"1993-11-12T06:00:00"
"Row7567",0.7119,0.0,1010.8,10.6,7.2,"1993-11-12T07:00:00"
"Row7568",0.6605,0.0,1011.9,11.1,6.7,"1993-11-12T08:00:00"
"Row7569",0.6143,0.0,1012.2,12.2,6.7,"1993-11-12T09:00:00"
"Row7570",0.6404,0.0,1013.5,12.2,7.2,"1993-11-12T10:00:00"
"Row7571",0.5959,0.0,1013.9,13.3,6.2,"1993-11-12T11:00:00"
"Row7572",0.5271,0.0,1013.5,13.9,6.2,"1993-11-12T12:00:00"
"Row7573",0.5322,0.0,1012.5,14.4,4.1,"1993-11-12T13:00:00"
"Row7574",0.4772,0.0,1012.2,16.1,3.1,"1993-11-12T14:00:00"
"Row7575",0.5137,0.0,1011.9,15.6,7.7,"1993-11-12T15:00:00"
"Row7576",0.5987,0.0,1012.2,14.4,7.2,"1993-11-12T16:00:00"
"Row7577",0.6932,0.0,1012.2,13.3,7.7,"1993-11-12T17:00:00"
"Row7578",0.7162,0.0,1012.2,12.8,5.7,"1993-11-12T18:00:00"
"Row7579",0.745,0.0,1012.2,12.2,5.2,"1993-11-12T19:00:00"
"Row7580",0.7717,0.0,1012.2,12.8,5.2,"1993-11-12T20:00:00"
"Row7581",0.8301,0.0,1012.9,12.2,4.1,"1993-11-12T21:00:00"
"Row7582",0.8295,0.0,1012.9,11.7,2.1,"1993-11-12T22:00:00"
"Row7583",0.862,0.0,1012.9,10.0,2.1,"1993-11-12T23:00:00"
"Row7584",0.862,0.0,1013.2,10.0,1.5,"1993-11-13T00:00:00"
"Row7585",0.8918,0.0,1013.2,10.0,2.1,"1993-11-13T01:00:00"
"Row7586",0.8909,0.0,1013.5,8.9,2.6,"1993-11-13T02:00:00"
"Row7587",0.9278,0.0,1013.2,8.3,1.5,"1993-11-13T03:00:00"
"Row7588",0.9278,0.0,1013.2,8.3,2.1,"1993-11-13T04:00:00"
"Row7589",0.9269,0.0,1013.5,6.7,2.6,"1993-11-13T05:00:00"
"Row7590",0.8974,0.0,1013.9,9.4,2.1,"1993-11-13T06:00:00"
"Row7591",0.9281,0.0,1014.6,8.9,2.1,"1993-11-13T07:00:00"
"Row7592",0.8974,0.0,1015.2,9.4,2.1,"1993-11-13T08:00:00"
"Row7593",0.8295,0.0,1015.2,11.7,2.6,"1993-11-13T09:00:00"
"Row7594",0.6678,0.0,1015.6,14.4,2.1,"1993-11-13T10:00:00"
"Row7595",0.5961,0.0,1015.6,15.0,2.6,"1993-11-13T11:00:00"
"Row7596",0.395,0.0,1014.2,17.2,3.1,"1993-11-13T12:00:00"
"Row7597",0.3251,0.0,1013.9,17.8,2.6,"1993-11-13T13:00:00"
"Row7598",0.3653,0.0,1013.5,17.2,3.1,"1993-11-13T14:00:00"
"Row7599",0.4468,0.0,1013.5,17.8,3.1,"1993-11-13T15:00:00"
"Row7600",0.4121,0.0,1013.5,17.2,4.1,"1993-11-13T16:00:00"
"Row7601",0.4386,0.0,1013.5,15.0,5.2,"1993-11-13T17:00:00"
"Row7602",0.6643,0.0,1014.2,12.8,4.6,"1993-11-13T18:00:00"
"Row7603",0.6143,0.0,1014.2,12.2,4.1,"1993-11-13T19:00:00"
"Row7604",0.7141,0.0,1013.9,11.7,4.1,"1993-11-13T20:00:00"
"Row7605",0.6348,0.0,1014.2,11.7,6.2,"1993-11-13T21:00:00"
"Row7606",0.663,0.0,1015.2,12.2,4.1,"1993-11-13T22:00:00"
"Row7607",0.4927,0.0,1015.6,15.6,9.3,"1993-11-13T23:00:00"
"Row7608",0.3605,0.0,1016.3,15.6,13.4,"1993-11-14T00:00:00"
"Row7609",0.2475,0.0,1016.9,15.0,12.9,"1993-11-14T01:00:00"
"Row7610",0.2657,0.0,1018.0,13.9,12.9,"1993-11-14T02:00:00"
"Row7611",0.3408,0.0,1018.6,13.3,12.4,"1993-11-14T03:00:00"
"Row7612",0.3653,0.0,1018.6,12.8,11.8,"1993-11-14T04:00:00"
"Row7613",0.3503,0.0,1019.0,12.2,13.9,"1993-11-14T05:00:00"
"Row7614",0.38,0.0,1019.3,12.2,13.9,"1993-11-14T06:00:00"
"Row7615",0.3785,0.0,1020.0,11.7,12.9,"1993-11-14T07:00:00"
"Row7616",0.4303,0.0,1020.3,12.2,11.3,"1993-11-14T08:00:00"
"Row7617",0.3536,0.0,1020.7,13.3,12.9,"1993-11-14T09:00:00"
"Row7618",0.3293,0.0,1020.3,14.4,13.4,"1993-11-14T10:00:00"
"Row7619",0.3186,0.0,1020.3,15.6,13.9,"1993-11-14T11:00:00"
"Row7620",0.3218,0.0,1019.6,16.7,11.8,"1993-11-14T12:00:00"
"Row7621",0.3118,0.0,1019.0,17.2,10.3,"1993-11-14T13:00:00"
"Row7622",0.3409,0.0,1018.6,18.3,7.2,"1993-11-14T14:00:00"
"Row7623",0.3671,0.0,1018.3,17.8,5.7,"1993-11-14T15:00:00"
"Row7624",0.3803,0.0,1018.3,17.8,6.2,"1993-11-14T16:00:00"
"Row7625",0.4418,0.0,1018.3,16.1,7.7,"1993-11-14T17:00:00"
"Row7626",0.4221,0.0,1018.6,15.6,7.2,"1993-11-14T18:00:00"
"Row7627",0.4386,0.0,1018.6,15.0,4.1,"1993-11-14T19:00:00"
"Row7628",0.4005,0.0,1019.0,13.3,4.1,"1993-11-14T20:00:00"
"Row7629",0.3053,0.0,1018.6,15.0,9.8,"1993-11-14T21:00:00"
"Row7630",0.509,0.0,1019.0,13.9,6.2,"1993-11-14T22:00:00"
"Row7631",0.3894,0.0,1019.0,14.4,4.6,"1993-11-14T23:00:00"
"Row7632",0.4512,0.0,1019.0,13.9,4.1,"1993-11-15T00:00:00"
"Row7633",0.4512,0.0,1019.0,13.9,5.7,"1993-11-15T01:00:00"
"Row7634",0.5262,0.0,1019.0,12.2,2.6,"1993-11-15T02:00:00"
"Row7635",0.4183,0.0,1019.0,13.3,6.2,"1993-11-15T03:00:00"
"Row7636",0.3554,0.0,1018.6,13.9,6.7,"1993-11-15T04:00:00"
"Row7637",0.3521,0.0,1019.0,12.8,4.6,"1993-11-15T05:00:00"
"Row7638",0.3696,0.0,1019.3,13.3,6.2,"1993-11-15T06:00:00"
"Row7639",0.4997,0.0,1020.0,10.6,2.1,"1993-11-15T07:00:00"
"Row7640",0.4579,0.0,1020.3,10.6,2.1,"1993-11-15T08:00:00"
"Row7641",0.2891,0.0,1020.7,13.3,3.1,"1993-11-15T09:00:00"
"Row7642",0.2588,0.0,1021.0,15.6,3.1,"1993-11-15T10:00:00"
"Row7643",0.1735,0.0,1020.7,17.2,3.1,"1993-11-15T11:00:00"
"Row7644",0.1558,0.0,1019.6,18.3,2.6,"1993-11-15T12:00:00"
"Row7645",0.1213,0.0,1019.3,19.4,1.5,"1993-11-15T13:00:00"
"Row7646",0.1874,0.0,1019.0,19.4,3.1,"1993-11-15T14:00:00"
"Row7647",0.1457,0.0,1018.6,20.0,1.5,"1993-11-15T15:00:00"
"Row7648",0.3671,0.0,1018.6,17.8,5.2,"1993-11-15T16:00:00"
"Row7649",0.4741,0.0,1018.6,15.0,5.2,"1993-11-15T17:00:00"
"Row7650",0.6875,0.0,1018.6,12.8,6.2,"1993-11-15T18:00:00"
"Row7651",0.7707,0.0,1019.3,12.2,5.2,"1993-11-15T19:00:00"
"Row7652",0.8927,0.0,1019.6,11.1,5.2,"1993-11-15T20:00:00"
"Row7653",0.9293,0.0,1020.3,11.1,3.6,"1993-11-15T21:00:00"
"Row7654",0.6851,0.0,1020.7,9.4,2.1,"1993-11-15T22:00:00"
"Row7655",0.7086,0.0,1021.0,8.9,1.5,"1993-11-15T23:00:00"
"Row7656",0.6542,0.0,1021.0,8.3,2.1,"1993-11-16T00:00:00"
"Row7657",0.7379,0.0,1021.0,8.3,2.1,"1993-11-16T01:00:00"
"Row7658",0.7051,0.0,1021.0,7.2,2.6,"1993-11-16T02:00:00"
"Row7659",0.7624,0.0,1021.0,7.2,2.1,"1993-11-16T03:00:00"
"Row7660",0.7616,0.0,1020.3,6.7,2.1,"1993-11-16T04:00:00"
"Row7661",0.7954,0.0,1020.3,7.2,0.0,"1993-11-16T05:00:00"
"Row7662",0.7937,0.0,1020.3,6.1,1.5,"1993-11-16T06:00:00"
"Row7663",0.8223,0.0,1021.0,6.1,2.6,"1993-11-16T07:00:00"
"Row7664",0.7339,0.0,1021.3,8.9,2.1,"1993-11-16T08:00:00"
"Row7665",0.6852,0.0,1022.0,11.7,2.1,"1993-11-16T09:00:00"
"Row7666",0.6404,0.0,1022.4,12.2,2.6,"1993-11-16T10:00:00"
"Row7667",0.5716,0.0,1022.4,13.3,2.1,"1993-11-16T11:00:00"
"Row7668",0.4879,0.0,1021.7,13.9,3.1,"1993-11-16T12:00:00"
"Row7669",0.4044,0.0,1020.7,15.6,2.6,"1993-11-16T13:00:00"
"Row7670",0.3081,0.0,1020.0,16.7,2.1,"1993-11-16T14:00:00"
"Row7671",0.3343,0.0,1019.6,16.1,2.1,"1993-11-16T15:00:00"
"Row7672",0.3485,0.0,1019.6,16.7,2.1,"1993-11-16T16:00:00"
"Row7673",0.6667,0.0,1019.3,13.9,2.6,"1993-11-16T17:00:00"
"Row7674",0.7172,0.0,1019.0,13.3,2.6,"1993-11-16T18:00:00"
"Row7675",0.7162,0.0,1019.0,12.8,6.2,"1993-11-16T19:00:00"
"Row7676",0.7151,0.0,1019.0,12.2,2.1,"1993-11-16T20:00:00"
"Row7677",0.6852,0.0,1019.3,11.7,1.5,"1993-11-16T21:00:00"
"Row7678",0.6619,0.0,1019.3,11.7,0.0,"1993-11-16T22:00:00"
"Row7679",0.739,0.0,1019.0,11.7,0.0,"1993-11-16T23:00:00"
"Row7680",0.743,0.0,1019.0,11.1,2.6,"1993-11-17T00:00:00"
"Row7681",0.7949,0.0,1019.0,10.6,2.1,"1993-11-17T01:00:00"
"Row7682",0.7949,0.0,1019.0,10.6,2.1,"1993-11-17T02:00:00"
"Row7683",0.8281,0.0,1018.3,10.6,3.1,"1993-11-17T03:00:00"
"Row7684",0.8909,0.0,1018.3,8.9,0.0,"1993-11-17T04:00:00"
"Row7685",0.8974,0.0,1018.3,9.4,1.5,"1993-11-17T05:00:00"
"Row7686",0.8974,0.0,1018.6,9.4,2.6,"1993-11-17T06:00:00"
"Row7687",0.8614,0.0,1018.6,9.4,2.1,"1993-11-17T07:00:00"
"Row7688",0.8274,0.0,1019.3,10.0,4.1,"1993-11-17T08:00:00"
"Row7689",0.8011,0.0,1019.6,11.1,3.6,"1993-11-17T09:00:00"
"Row7690",0.6875,0.0,1020.0,12.8,2.6,"1993-11-17T10:00:00"
"Row7691",0.6667,0.0,1020.0,13.9,3.1,"1993-11-17T11:00:00"
"Row7692",0.6691,0.0,1019.6,15.0,4.1,"1993-11-17T12:00:00"
"Row7693",0.6424,0.0,1019.3,15.0,1.5,"1993-11-17T13:00:00"
"Row7694",0.5788,0.0,1019.0,16.1,2.6,"1993-11-17T14:00:00"
"Row7695",0.5975,0.0,1019.0,15.6,2.1,"1993-11-17T15:00:00"
"Row7696",0.621,0.0,1019.0,15.0,2.1,"1993-11-17T16:00:00"
"Row7697",0.5961,0.0,1019.3,15.0,1.5,"1993-11-17T17:00:00"
"Row7698",0.6399,0.0,1020.0,13.9,2.6,"1993-11-17T18:00:00"
"Row7699",0.6184,0.0,1020.3,13.9,2.1,"1993-11-17T19:00:00"
"Row7700",0.6897,0.0,1020.7,13.9,3.1,"1993-11-17T20:00:00"
"Row7701",0.6897,0.0,1021.0,13.9,2.1,"1993-11-17T21:00:00"
"Row7702",0.7429,0.0,1021.3,13.9,2.6,"1993-11-17T22:00:00"
"Row7703",0.6932,0.0,1022.0,13.3,0.0,"1993-11-17T23:00:00"
"Row7704",0.7183,0.0,1022.0,13.9,3.1,"1993-11-18T00:00:00"
"Row7705",0.7725,0.0,1022.4,13.3,3.1,"1993-11-18T01:00:00"
"Row7706",0.7469,0.0,1022.4,13.3,2.6,"1993-11-18T02:00:00"
"Row7707",0.7469,0.0,1022.4,13.3,2.6,"1993-11-18T03:00:00"
"Row7708",0.7717,0.0,1022.7,12.8,3.1,"1993-11-18T04:00:00"
"Row7709",0.8026,0.0,1023.0,12.2,4.1,"1993-11-18T05:00:00"
"Row7710",0.8011,0.0,1023.4,11.1,2.6,"1993-11-18T06:00:00"
"Row7711",0.7699,0.0,1024.0,11.7,1.5,"1993-11-18T07:00:00"
"Row7712",0.7965,0.0,1024.7,11.7,0.0,"1993-11-18T08:00:00"
"Row7713",0.6897,0.0,1025.7,13.9,0.0,"1993-11-18T09:00:00"
"Row7714",0.576,0.0,1026.1,15.0,2.1,"1993-11-18T10:00:00"
"Row7715",0.5368,0.0,1026.1,16.1,0.0,"1993-11-18T11:00:00"
"Row7716",0.5167,0.0,1025.7,16.7,1.5,"1993-11-18T12:00:00"
"Row7717",0.5006,0.0,1025.1,17.2,2.6,"1993-11-18T13:00:00"
"Row7718",0.4625,0.0,1024.7,17.8,2.6,"1993-11-18T14:00:00"
"Row7719",0.5584,0.0,1024.4,17.2,4.1,"1993-11-18T15:00:00"
"Row7720",0.6002,0.0,1024.4,16.7,3.6,"1993-11-18T16:00:00"
"Row7721",0.6196,0.0,1024.7,14.4,6.7,"1993-11-18T17:00:00"
"Row7722",0.6932,0.0,1025.4,13.3,4.6,"1993-11-18T18:00:00"
"Row7723",0.6932,0.0,1025.7,13.3,4.6,"1993-11-18T19:00:00"
"Row7724",0.6909,0.0,1025.7,12.2,3.1,"1993-11-18T20:00:00"
"Row7725",0.6909,0.0,1026.1,12.2,2.1,"1993-11-18T21:00:00"
"Row7726",0.7689,0.0,1026.1,11.1,0.0,"1993-11-18T22:00:00"
"Row7727",0.7699,0.0,1026.4,11.7,0.0,"1993-11-18T23:00:00"
"Row7728",0.8608,0.0,1026.8,8.9,2.1,"1993-11-19T00:00:00"
"Row7729",0.8323,0.0,1026.8,9.4,2.1,"1993-11-19T01:00:00"
"Row7730",0.8965,0.0,1027.1,8.3,0.0,"1993-11-19T02:00:00"
"Row7731",0.8965,0.0,1026.8,8.3,2.1,"1993-11-19T03:00:00"
